Feature.ID	Taxon	Confidence
92f690f629a8fb04ae1e108783690db2	d__Eukaryota(Metazoa);p__Annelida;c__Clitellata;o__Haplotaxida	0.999999999997701
1ebd199222981e3f452917313c15f596	d__Eukaryota(Metazoa);p__Annelida;c__Clitellata;o__Haplotaxida	0.999999999938684
db462f558433b30cf23769daf41564a9	d__Eukaryota(Metazoa);p__Annelida;c__Clitellata;o__Haplotaxida	0.999999999958196
12060bd2fa373862a06bb0cf973c08e7	d__Eukaryota(Metazoa);p__Annelida;c__Clitellata;o__Haplotaxida	0.999999999892013
b81717291503221e049c3896ded0c5b6	d__Eukaryota(Metazoa);p__Annelida;c__Clitellata;o__Haplotaxida	0.999999999997953
2d6c977c2dd3bca9701831801a2b6614	d__Eukaryota(Metazoa);p__Annelida;c__Clitellata;o__Haplotaxida	0.999999999875248
f72155fb99418e5b49fe0bb2b05d878f	d__Eukaryota(Metazoa);p__Annelida;c__Clitellata;o__Haplotaxida	0.993174332181432
b4c5550c07f6739d4abff7cc3bac4092	d__Eukaryota(Metazoa);p__Annelida;c__Clitellata;o__Haplotaxida	0.999999999997085
f5cd02bfd468943f3c3981819d5e713b	d__Eukaryota(Metazoa);p__Annelida;c__Clitellata;o__Haplotaxida	0.999999984250857
2b2d435cf7b2bbe7a9baee8bdbd534a8	d__Eukaryota(Metazoa);p__Annelida;c__Clitellata;o__Haplotaxida	0.999999999998622
e9396513c96c6593f4ff02d75f2b7b28	d__Eukaryota(Metazoa);p__Annelida;c__Clitellata;o__Haplotaxida	0.999999999995786
02102f9ba35f22139774a7f2646bd905	d__Eukaryota(Metazoa);p__Annelida;c__Clitellata;o__Haplotaxida	0.999999999890557
21646ca1a4f360f227d865c400fe118f	d__Eukaryota(Metazoa);p__Annelida;c__Clitellata;o__Haplotaxida	0.999999998342587
91c9b572e41692ab772f3dbd1cb3356b	d__Eukaryota(Metazoa);p__Annelida;c__Clitellata;o__Haplotaxida	0.999999999722769
ea991d06faa36b73878e0d2de2d9c214	d__Eukaryota(Metazoa);p__Annelida;c__Clitellata;o__Haplotaxida	0.999999999537927
2d6c2108c2ab87f09cc4aaf8122cb548	d__Eukaryota(Metazoa);p__Annelida;c__Clitellata;o__Haplotaxida	0.999999999776318
c97fb7b90ffab39edebe742172491a0f	d__Eukaryota(Metazoa);p__Annelida;c__Clitellata;o__Haplotaxida	0.999999984622976
a2cf14b69a590b78b39d8c02467faecc	d__Eukaryota(Metazoa);p__Annelida;c__Clitellata;o__Haplotaxida	0.999999995794795
72c45d76a223068c5a56af4b3296eda3	d__Eukaryota(Metazoa);p__Annelida;c__Clitellata;o__Haplotaxida	0.999999998664278
adc695c2756351ec0d946c8f4662453b	d__Eukaryota(Metazoa);p__Annelida;c__Clitellata;o__Haplotaxida	0.999999998432418
28d3130d96c040f649625fefb253c628	d__Eukaryota(Metazoa);p__Annelida;c__Clitellata;o__Haplotaxida	0.999999999993885
7072e5cd85bfad707d5453a88c4aa5c7	d__Eukaryota(Metazoa);p__Annelida;c__Clitellata;o__Haplotaxida	0.999999999650998
a8632d8376918618d36ca402e5b5f307	d__Eukaryota(Metazoa);p__Annelida;c__Clitellata;o__Haplotaxida	0.999999999994225
492ad240841776aafb84b069206506a4	d__Eukaryota(Metazoa);p__Annelida;c__Clitellata;o__Haplotaxida	0.999998818882053
adfaadbaaa94bf91f9e43d60adb64ebd	d__Eukaryota(Metazoa);p__Annelida;c__Clitellata;o__Haplotaxida	0.999999999995314
b5e024581ba555f9618fdb42723e2653	d__Eukaryota(Metazoa);p__Annelida;c__Clitellata;o__Haplotaxida	0.999999999971116
d71f4ddfd07f8a58575c5cca341ef673	d__Eukaryota(Metazoa);p__Annelida;c__Clitellata;o__Haplotaxida	0.999999999987543
173fe94af47e0caf476de4b38e19c0af	d__Eukaryota(Metazoa);p__Annelida;c__Clitellata;o__Haplotaxida	0.999999999995965
b860a99b0a12ac4513076b1f0de07c1e	d__Eukaryota(Metazoa);p__Annelida;c__Clitellata;o__Haplotaxida	0.999999999986131
9ee6e159d6bd5c632878cebcf57061f2	d__Eukaryota(Metazoa);p__Annelida;c__Clitellata;o__Haplotaxida	0.999998690010563
c8edc15ef70344984945a4295c4ce496	d__Eukaryota(Metazoa);p__Annelida;c__Clitellata;o__Haplotaxida	0.939277813725726
072f4cbe81c2bd316170e6f5dbe9d5f3	d__Eukaryota(Metazoa);p__Annelida;c__Clitellata;o__Haplotaxida	0.999999755816344
406c1b012e0ae369d4204339bd013932	d__Eukaryota(Metazoa);p__Annelida;c__Clitellata;o__Haplotaxida	0.999999999762674
31409204b82693cfe5597e7633182973	d__Eukaryota(Metazoa);p__Annelida;c__Clitellata;o__Haplotaxida	0.999999932208663
